numero;timestamp_s;temps_relatif_s;mac;longueur_payload_octets;type_pdu;rssi_dbm;canal;duree_estimee_us;timestamp_fin_s;company_id;donnees_brutes
135;1784203101.557065010;87.186551;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203101.557433128;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
136;1784203101.583875895;87.213362;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203101.584244013;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
137;1784203102.826690912;88.456177;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203102.827059031;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
138;1784203102.848613024;88.478099;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203102.848981142;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
139;1784203104.173568010;89.803054;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203104.173936129;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
140;1784203105.398730040;91.028216;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203105.399098158;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
141;1784203106.702091932;92.331578;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203106.702460051;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
142;1784203106.739314079;92.368800;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203106.739682198;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
143;1784203106.761111975;92.390598;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203106.761480093;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
144;1784203107.974354029;93.603840;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203107.974722147;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
145;1784203107.991110086;93.620596;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203107.991478205;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
146;1784203109.231266022;94.860752;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203109.231634140;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
147;1784203109.232115984;94.861602;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203109.232484102;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
148;1784203110.574996948;96.204483;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203110.575365067;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
149;1784203110.596533060;96.226019;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203110.596901178;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
150;1784203110.608088970;96.237575;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203110.608457088;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
151;1784203111.800865889;97.430352;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203111.801234007;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
152;1784203111.814857006;97.444343;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203111.815225124;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
153;1784203111.853347063;97.482833;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203111.853715181;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
154;1784203113.107300997;98.736787;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203113.107669115;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
155;1784203113.144732952;98.774219;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203113.145101070;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
156;1784203113.172139883;98.801626;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203113.172508001;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
157;1784203114.563358068;100.192844;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203114.563726187;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
158;1784203114.609814882;100.239301;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203114.610183001;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
159;1784203114.637536049;100.267022;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203114.637904167;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
160;1784203115.745131016;101.374617;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203115.745499134;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
161;1784203115.767669916;101.397156;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203115.768038034;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
162;1784203116.931864023;102.561350;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203116.932232141;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
163;1784203116.953598022;102.583084;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203116.953966141;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
164;1784203118.291912079;103.921398;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203118.292280197;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
165;1784203119.526572943;105.156059;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203119.526941061;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
166;1784203119.559812069;105.189298;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203119.560180187;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
167;1784203119.586366892;105.215853;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203119.586735010;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
168;1784203120.793296099;106.422782;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203120.793664217;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
169;1784203120.820559025;106.450045;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203120.820927143;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
170;1784203120.852255106;106.481741;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203120.852623224;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
171;1784203122.077259064;107.706745;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203122.077627182;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
172;1784203122.099178076;107.728664;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203122.099546194;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
173;1784203123.375475883;109.004962;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203123.375844002;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
174;1784203123.415875912;109.045362;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203123.416244030;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
175;1784203123.447896957;109.077383;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203123.448265076;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
176;1784203124.644479036;110.273965;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203124.644847155;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
177;1784203124.671194077;110.300680;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203124.671562195;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
178;1784203124.697848082;110.327334;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203124.698216200;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
179;1784203125.939251900;111.568738;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203125.939620018;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
180;1784203125.960864067;111.590350;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203125.961232185;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
181;1784203127.233376026;112.862862;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203127.233744144;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
182;1784203127.255228043;112.884714;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203127.255596161;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
183;1784203128.482724905;114.112211;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203128.483093023;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
184;1784203129.777784109;115.407270;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203129.778152227;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
185;1784203129.811536074;115.441022;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203129.811904192;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
186;1784203131.218849897;116.848336;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203131.219218016;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
187;1784203131.238306046;116.867792;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203131.238674164;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
188;1784203132.350449085;117.979935;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203132.350817204;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
189;1784203132.387639046;118.017125;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203132.388007164;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
190;1784203133.719746113;119.349232;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203133.720114231;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
191;1784203133.741559982;119.371046;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203133.741928101;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
192;1784203134.885339975;120.514826;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203134.885708094;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
193;1784203134.910845995;120.540332;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203134.911214113;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
194;1784203136.172008991;121.801495;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203136.172377110;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
195;1784203137.478024006;123.107510;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203137.478392124;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
196;1784203138.762618065;124.392104;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203138.762986183;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
197;1784203138.795063972;124.424550;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203138.795432091;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
198;1784203140.013511896;125.642998;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203140.013880014;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
199;1784203140.015625000;125.645111;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203140.015993118;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
200;1784203141.327049017;126.956535;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203141.327417135;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
201;1784203141.349067926;126.978554;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203141.349436045;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
202;1784203141.380773067;127.010259;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203141.381141186;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
203;1784203142.869153023;128.498639;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203142.869521141;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
204;1784203142.896609068;128.526095;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203142.896977186;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
205;1784203143.880136967;129.509623;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203143.880505085;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
206;1784203143.887056112;129.516542;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203143.887424231;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
207;1784203145.164875031;130.794361;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203145.165243149;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
208;1784203145.192287922;130.821774;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203145.192656040;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
209;1784203145.208884001;130.838370;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203145.209252119;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
210;1784203146.419536114;132.049022;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203146.419904232;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
211;1784203146.436053038;132.065539;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203146.436421156;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
212;1784203147.735224962;133.364711;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203147.735593081;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
213;1784203147.767544031;133.397030;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203147.767912149;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
214;1784203149.024966955;134.654453;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203149.025335073;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
215;1784203149.031177998;134.660664;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203149.031546116;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
216;1784203150.284430981;135.913917;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203150.284799099;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
217;1784203150.306049109;135.935535;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203150.306417227;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
218;1784203151.553014040;137.182500;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203151.553382158;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
219;1784203152.898541927;138.528028;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203152.898910046;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
220;1784203152.930557013;138.560043;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203152.930925131;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
221;1784203152.972296000;138.601782;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203152.972664118;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
222;1784203154.187701941;139.817188;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203154.188070059;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
223;1784203155.422883034;141.052369;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203155.423251152;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
224;1784203156.718329906;142.347816;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203156.718698025;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
225;1784203156.734920025;142.364406;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203156.735288143;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
226;1784203156.751282930;142.380769;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203156.751651049;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
227;1784203157.955034018;143.584520;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203157.955402136;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
228;1784203159.225990057;144.855476;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203159.226358175;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
229;1784203159.243489027;144.872975;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203159.243857145;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
230;1784203160.549288034;146.178774;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203160.549656153;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
231;1784203160.586416960;146.215903;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203160.586785078;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
232;1784203161.804213047;147.433699;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203161.804581165;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
233;1784203161.830887079;147.460373;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203161.831255198;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
234;1784203163.093764067;148.723250;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203163.094132185;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
235;1784203163.094835997;148.724322;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203163.095204115;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
236;1784203164.351102114;149.980588;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203164.351470232;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
237;1784203165.648987055;151.278473;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203165.649355173;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
238;1784203165.671164036;151.300650;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203165.671532154;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
239;1784203165.701733112;151.331219;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203165.702101231;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
240;1784203166.994230986;152.623717;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203166.994599104;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
241;1784203167.015805960;152.645292;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203167.016174078;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
242;1784203167.032272100;152.661758;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203167.032640219;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
243;1784203168.286401987;153.915888;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203168.286770105;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
244;1784203169.550694942;155.180181;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203169.551063061;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
245;1784203169.585311890;155.214798;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203169.585680008;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
246;1784203170.817718983;156.447205;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203170.818087101;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
247;1784203170.834342003;156.463828;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203170.834710121;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
248;1784203170.866386890;156.495873;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203170.866755009;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
249;1784203172.081437111;157.710923;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203172.081805229;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
250;1784203172.093182087;157.722668;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203172.093550205;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
251;1784203172.110357046;157.739843;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203172.110725164;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
252;1784203173.331821918;158.961308;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203173.332190037;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
253;1784203173.353301048;158.982787;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203173.353669167;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
254;1784203174.736160994;160.365647;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203174.736529112;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
255;1784203174.759382010;160.388868;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203174.759750128;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
256;1784203176.075325012;161.704811;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203176.075693130;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
257;1784203176.083553076;161.713039;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203176.083921194;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
258;1784203176.084628105;161.714114;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203176.084996223;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
259;1784203177.195228100;162.824714;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203177.195596218;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
260;1784203177.196491957;162.825978;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203177.196860075;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
261;1784203178.514986038;164.144472;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203178.515354156;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
262;1784203178.533257961;164.162744;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203178.533626080;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
263;1784203178.549688101;164.179174;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203178.550056219;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
264;1784203179.755284071;165.384770;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203179.755652189;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
265;1784203179.787765980;165.417252;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203179.788134098;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
266;1784203181.060983896;166.690470;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203181.061352015;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
267;1784203181.082767010;166.712253;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203181.083135128;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
268;1784203182.367552996;167.997039;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203182.367921114;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
