numero;timestamp_s;temps_relatif_s;mac;longueur_payload_octets;type_pdu;rssi_dbm;canal;duree_estimee_us;timestamp_fin_s;company_id;donnees_brutes
269;1784203182.395334959;168.024821;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203182.395703077;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
270;1784203183.572556973;169.202043;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203183.572925091;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
271;1784203183.580132961;169.209619;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203183.580501080;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
272;1784203183.591605902;169.221092;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203183.591974020;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
273;1784203184.966198921;170.595685;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203184.966567039;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
274;1784203184.997958899;170.627445;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203184.998327017;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
275;1784203185.036123037;170.665609;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203185.036491156;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
276;1784203186.271440029;171.900926;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203186.271808147;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
277;1784203186.332154036;171.961640;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203186.332522154;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
278;1784203186.375377893;172.004864;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203186.375746012;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
279;1784203187.427483082;173.056969;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203187.427851200;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
280;1784203188.716598034;174.346084;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203188.716966152;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
281;1784203189.996124983;175.625611;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203189.996493101;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
282;1784203191.351593971;176.981080;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203191.351962090;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
283;1784203192.563929081;178.193415;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203192.564297199;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
284;1784203192.591934919;178.221421;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203192.592303038;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
285;1784203192.614077091;178.243563;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203192.614445210;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
286;1784203193.866719007;179.496205;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203193.867087126;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
287;1784203193.899373055;179.528859;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203193.899741173;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
288;1784203195.189152002;180.818638;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203195.189520121;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
289;1784203195.221178055;180.850664;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203195.221546173;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
290;1784203196.451548100;182.081034;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203196.451916218;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
291;1784203196.483721972;182.113208;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203196.484090090;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
292;1784203196.507191896;182.136678;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203196.507560015;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
293;1784203197.680833101;183.310319;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203197.681201220;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
294;1784203197.712979078;183.342465;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203197.713347197;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
295;1784203198.940373898;184.569860;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203198.940742016;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
296;1784203198.977169037;184.606655;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203198.977537155;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
297;1784203199.003978968;184.633465;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203199.004347086;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
298;1784203200.253748894;185.883235;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203200.254117012;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
299;1784203200.299370050;185.928856;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203200.299738169;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
300;1784203201.539182901;187.168669;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203201.539551020;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
301;1784203201.570957899;187.200444;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203201.571326017;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
302;1784203202.815429926;188.444916;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203202.815798044;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
303;1784203202.864738941;188.494225;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203202.865107059;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
304;1784203204.064457893;189.693944;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203204.064826012;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
305;1784203204.065509081;189.694995;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203204.065877199;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
306;1784203205.384665966;191.014152;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203205.385034084;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
307;1784203205.422103882;191.051590;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203205.422472000;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
308;1784203205.448766947;191.078253;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203205.449135065;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
309;1784203206.653794050;192.283280;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203206.654162169;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
310;1784203206.668550968;192.298037;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203206.668919086;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
311;1784203207.927854061;193.557340;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203207.928222179;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
312;1784203207.964751959;193.594238;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203207.965120077;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
313;1784203209.195209026;194.824695;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203209.195577145;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
314;1784203209.196371078;194.825857;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203209.196739197;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
315;1784203210.595576048;196.225062;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203210.595944166;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
316;1784203210.601944923;196.231431;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203210.602313042;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
317;1784203210.628572941;196.258059;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203210.628941059;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
318;1784203211.892245054;197.521731;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203211.892613173;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
319;1784203211.908720016;197.538206;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203211.909088135;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
320;1784203211.926816940;197.556303;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203211.927185059;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
321;1784203213.423166037;199.052652;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203213.423534155;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
322;1784203213.466080904;199.095567;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203213.466449022;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
323;1784203213.493344069;199.122830;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203213.493712187;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
324;1784203214.796173096;200.425659;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203214.796541214;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
325;1784203214.822906971;200.452393;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203214.823275089;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
326;1784203214.860054016;200.489540;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203214.860422134;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
327;1784203216.483038902;202.112525;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203216.483407021;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
328;1784203216.514981031;202.144467;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203216.515349150;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
329;1784203216.546900988;202.176387;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203216.547269106;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
330;1784203217.899441004;203.528927;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203217.899809122;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
331;1784203217.926876068;203.556362;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203217.927244186;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
332;1784203217.954051971;203.583538;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203217.954420090;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
333;1784203219.057976007;204.687462;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203219.058344126;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
334;1784203219.095433950;204.724920;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203219.095802069;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
335;1784203219.137882948;204.767369;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203219.138251066;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
336;1784203220.708075047;206.337561;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203220.708443165;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
337;1784203220.745151043;206.374637;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203220.745519161;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
338;1784203220.766778946;206.396265;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203220.767147064;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
339;1784203223.101475000;208.730961;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203223.101843119;;
340;1784203224.353825092;209.983311;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203224.354193211;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
341;1784203224.380453110;210.009939;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203224.380821228;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
342;1784203225.160932064;210.790418;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203225.161300182;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
343;1784203225.167213917;210.796700;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203225.167582035;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
344;1784203225.168459892;210.797946;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203225.168828011;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
345;1784203225.890661955;211.520148;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203225.891030073;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
346;1784203225.896147013;211.525633;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203225.896515131;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
347;1784203227.151479006;212.780965;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203227.151847124;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
348;1784203227.152645111;212.782131;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203227.153013229;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
349;1784203228.415043116;214.044529;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203228.415411234;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
350;1784203228.426131010;214.055617;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203228.426499128;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
351;1784203229.743448019;215.372934;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203229.743816137;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
352;1784203229.744649887;215.374136;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203229.745018005;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
353;1784203230.991775036;216.621261;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203230.992143154;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
354;1784203231.002983093;216.632469;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203231.003351212;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
355;1784203232.269290924;217.898777;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203232.269659042;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
356;1784203232.270443916;217.899930;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203232.270812035;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
357;1784203233.586437941;219.215924;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203233.586806059;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
358;1784203233.622673988;219.252160;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203233.623042107;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
359;1784203234.852782011;220.482268;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203234.853150129;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
360;1784203234.862159967;220.491646;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203234.862528086;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
361;1784203236.123613119;221.753099;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203236.123981237;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
362;1784203236.132862091;221.762348;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203236.133230209;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
363;1784203237.403660059;223.033146;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203237.404028177;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
364;1784203237.404711008;223.034197;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203237.405079126;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
365;1784203237.406188011;223.035674;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203237.406556129;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
366;1784203238.718461037;224.347947;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203238.718829155;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
367;1784203238.719986916;224.349473;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203238.720355034;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
368;1784203239.982790947;225.612277;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203239.983159065;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
369;1784203239.984527111;225.614013;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203239.984895229;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
370;1784203240.000965118;225.630451;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203240.001333237;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
371;1784203241.253360987;226.882847;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203241.253729105;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
372;1784203241.256536961;226.886023;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203241.256905079;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
373;1784203242.553261995;228.182748;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203242.553630114;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
374;1784203243.829008102;229.458494;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203243.829376221;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
375;1784203243.863838911;229.493325;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203243.864207029;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
376;1784203245.094777107;230.724263;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203245.095145226;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
377;1784203245.097721100;230.727207;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203245.098089218;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
378;1784203246.374974966;232.004461;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203246.375343084;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
379;1784203246.376640081;232.006126;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203246.377008200;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
380;1784203247.671237946;233.300724;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203247.671606064;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
381;1784203248.965195894;234.594682;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203248.965564013;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
382;1784203248.980767012;234.610253;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203248.981135130;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
383;1784203248.982799053;234.612285;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203248.983167171;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
384;1784203250.221352100;235.850838;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203250.221720219;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
385;1784203250.223355055;235.852841;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203250.223723173;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
386;1784203250.232809067;235.862295;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203250.233177185;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
387;1784203251.532824993;237.162311;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203251.533193111;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
388;1784203251.569870949;237.199357;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203251.570239067;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
389;1784203252.809396982;238.438883;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203252.809765100;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
390;1784203252.810431004;238.439917;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203252.810799122;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
391;1784203254.099771023;239.729257;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203254.100139141;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
392;1784203254.111690044;239.741176;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203254.112058163;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
393;1784203255.385063887;241.014550;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203255.385432005;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
394;1784203255.386317968;241.015804;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203255.386686087;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
395;1784203256.709842920;242.339329;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203256.710211039;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
396;1784203256.748800039;242.378286;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203256.749168158;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
397;1784203256.771563053;242.401049;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203256.771931171;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
398;1784203257.939080000;243.568566;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203257.939448118;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
399;1784203257.973577023;243.603063;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203257.973945141;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
400;1784203258.016335011;243.645821;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203258.016703129;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
401;1784203259.233098030;244.862584;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203259.233466148;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
402;1784203260.484289885;246.113776;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203260.484658003;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
403;1784203260.524534941;246.154021;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203260.524903059;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
